age_group,gender,personality_type,habit_name,frequency_per_week,duration_minutes,motivation_level,past_consistency,success_likelihood
Teen,Female,Extrovert,Cook a new recipe,1,58,Low,High,Likely
Teen,Other,Extrovert,Cook a new recipe,4,54,Low,High,Likely
Adult,Other,Ambivert,Sketch something,3,60,Medium,Low,Unlikely
Adult,Male,Introvert,Read a book,2,56,Low,Low,Unlikely
Teen,Male,Ambivert,Write journal,7,44,High,Medium,Likely
Adult,Female,Extrovert,Practice guitar,1,23,Low,Medium,Unlikely
Adult,Female,Introvert,Write journal,1,16,Low,Medium,Unlikely
Adult,Other,Extrovert,Study 1 hour,4,32,Medium,Low,Unlikely
Senior,Female,Introvert,Walk the dog,3,15,Medium,Low,Unlikely
Teen,Female,Extrovert,Practice guitar,1,52,High,Low,Likely
Senior,Other,Ambivert,Cook a new recipe,3,41,Low,Medium,Unlikely
Adult,Female,Extrovert,Cook a new recipe,3,32,Low,High,Likely
Senior,Female,Extrovert,Read a book,6,39,Low,Medium,Unlikely
Adult,Other,Introvert,Do yoga,1,48,Medium,Low,Unlikely
Senior,Other,Extrovert,Write journal,3,19,High,Medium,Unlikely
Adult,Male,Ambivert,Read a book,4,20,Low,Medium,Unlikely
Senior,Other,Ambivert,Study 1 hour,1,49,Low,Medium,Unlikely
Senior,Male,Ambivert,Practice guitar,4,11,Low,Medium,Unlikely
Senior,Female,Introvert,Sketch something,4,51,Low,Low,Unlikely
Teen,Other,Introvert,Go for a run,3,7,High,Medium,Unlikely
Senior,Other,Extrovert,Walk the dog,3,35,High,Low,Likely
Teen,Other,Extrovert,Study 1 hour,6,16,High,Medium,Likely
Adult,Female,Extrovert,Go for a run,7,12,Medium,Low,Unlikely
Senior,Male,Introvert,Write journal,6,29,Low,High,Likely
Adult,Female,Introvert,Sketch something,1,48,Low,Low,Unlikely
Adult,Female,Extrovert,Cook a new recipe,6,54,Low,Low,Unlikely
Senior,Other,Introvert,Read a book,2,39,Low,High,Likely
Teen,Male,Introvert,Practice guitar,1,16,High,High,Likely
Senior,Female,Ambivert,Read a book,4,59,Medium,High,Likely
Adult,Other,Ambivert,Practice guitar,6,25,Medium,High,Likely
Adult,Female,Extrovert,Do yoga,6,30,Low,High,Likely
Senior,Female,Extrovert,Do yoga,7,59,High,High,Very Likely
Teen,Other,Ambivert,Read a book,6,6,Medium,Medium,Unlikely
Teen,Other,Introvert,Practice guitar,3,18,Medium,Medium,Unlikely
Adult,Male,Extrovert,Practice guitar,4,50,Low,High,Likely
Adult,Female,Extrovert,Go for a run,6,8,Medium,Low,Unlikely
Teen,Other,Extrovert,Read a book,5,21,Low,Low,Unlikely
Senior,Other,Introvert,Meditate,5,51,High,High,Very Likely
Adult,Male,Ambivert,Write journal,4,52,Low,Medium,Unlikely
Teen,Male,Extrovert,Cook a new recipe,6,9,Medium,Medium,Unlikely
Adult,Other,Ambivert,Do yoga,7,28,Low,Low,Unlikely
Senior,Male,Ambivert,Meditate,2,53,Low,High,Likely
Teen,Other,Introvert,Do yoga,7,59,Low,Medium,Unlikely
Adult,Female,Introvert,Sketch something,2,11,Low,High,Unlikely
Senior,Male,Introvert,Do yoga,1,27,Low,High,Unlikely
Adult,Female,Introvert,Study 1 hour,1,51,Low,Low,Unlikely
Senior,Female,Introvert,Do yoga,7,21,Medium,High,Likely
Senior,Female,Introvert,Go for a run,6,16,Low,High,Likely
Teen,Other,Extrovert,Meditate,7,15,Medium,Low,Unlikely
Senior,Female,Ambivert,Sketch something,1,55,Low,Medium,Unlikely
Adult,Female,Introvert,Practice guitar,3,15,High,High,Likely
Senior,Female,Extrovert,Practice guitar,2,38,Low,Low,Unlikely
Senior,Other,Ambivert,Sketch something,4,51,Medium,Medium,Unlikely
Teen,Female,Introvert,Walk the dog,7,41,Medium,High,Likely
Senior,Female,Introvert,Read a book,6,54,High,Medium,Likely
Senior,Male,Extrovert,Walk the dog,6,33,Low,Low,Unlikely
Adult,Other,Ambivert,Meditate,5,57,High,High,Very Likely
Teen,Female,Introvert,Do yoga,2,57,Low,Low,Unlikely
Teen,Male,Ambivert,Practice guitar,2,52,Low,Low,Unlikely
Teen,Other,Extrovert,Go for a run,2,40,Medium,High,Likely
Senior,Other,Introvert,Walk the dog,7,31,High,Low,Likely
Teen,Other,Ambivert,Do yoga,1,59,High,Medium,Likely
Senior,Other,Extrovert,Cook a new recipe,3,46,Medium,Low,Unlikely
Senior,Other,Extrovert,Read a book,7,26,Medium,High,Likely
Adult,Other,Introvert,Sketch something,4,6,High,High,Likely
Adult,Female,Ambivert,Do yoga,1,51,Medium,Medium,Unlikely
Adult,Female,Introvert,Read a book,7,40,Low,High,Likely
Adult,Female,Introvert,Read a book,3,52,High,Low,Likely
Adult,Female,Ambivert,Practice guitar,2,34,High,Low,Likely
Senior,Male,Ambivert,Practice guitar,3,11,Medium,High,Unlikely
Senior,Female,Ambivert,Meditate,1,16,Low,Medium,Unlikely
Teen,Other,Extrovert,Cook a new recipe,7,7,High,Medium,Likely
Senior,Female,Extrovert,Sketch something,2,21,High,High,Likely
Senior,Female,Ambivert,Read a book,7,45,Low,Low,Unlikely
Adult,Other,Extrovert,Meditate,1,36,Medium,High,Likely
Senior,Female,Introvert,Study 1 hour,4,12,Medium,High,Unlikely
Adult,Female,Ambivert,Walk the dog,2,27,Medium,Medium,Unlikely
Teen,Female,Introvert,Write journal,3,42,Medium,Low,Unlikely
Teen,Male,Ambivert,Read a book,1,34,Low,Medium,Unlikely
Senior,Female,Introvert,Meditate,5,19,Low,Medium,Unlikely
Teen,Other,Ambivert,Cook a new recipe,3,14,High,Low,Unlikely
Senior,Other,Introvert,Practice guitar,3,59,High,Low,Likely
Teen,Female,Ambivert,Read a book,2,42,Low,Low,Unlikely
Adult,Female,Ambivert,Read a book,7,19,High,High,Very Likely
Adult,Female,Extrovert,Do yoga,6,34,Low,Low,Unlikely
Adult,Other,Introvert,Cook a new recipe,3,50,Medium,High,Likely
Adult,Other,Extrovert,Sketch something,1,30,Low,Medium,Unlikely
Senior,Male,Introvert,Practice guitar,5,55,Low,Low,Unlikely
Teen,Male,Extrovert,Read a book,4,49,High,High,Very Likely
Senior,Male,Ambivert,Walk the dog,5,18,Low,High,Likely
Adult,Other,Extrovert,Practice guitar,1,7,Medium,High,Unlikely
Senior,Male,Extrovert,Walk the dog,2,40,Medium,High,Likely
Teen,Female,Ambivert,Write journal,1,30,High,Medium,Likely
Senior,Female,Extrovert,Sketch something,6,18,High,Low,Likely
Teen,Other,Ambivert,Write journal,6,35,Low,Low,Unlikely
Senior,Male,Introvert,Read a book,6,18,High,Low,Likely
Teen,Female,Extrovert,Do yoga,3,44,Medium,Low,Unlikely
Teen,Other,Ambivert,Sketch something,2,14,High,Low,Unlikely
Adult,Male,Ambivert,Do yoga,7,13,High,Low,Likely
Teen,Female,Extrovert,Meditate,6,50,Medium,High,Likely
Adult,Male,Introvert,Study 1 hour,7,44,Low,Low,Unlikely
Adult,Other,Extrovert,Cook a new recipe,4,47,Low,High,Likely
Adult,Male,Ambivert,Meditate,4,46,High,Medium,Likely
Senior,Other,Introvert,Write journal,7,22,Medium,High,Likely
Senior,Male,Extrovert,Walk the dog,1,40,Medium,Medium,Unlikely
Senior,Female,Ambivert,Write journal,6,40,Medium,Low,Unlikely
Senior,Other,Extrovert,Sketch something,3,16,Low,Medium,Unlikely
Teen,Other,Introvert,Sketch something,4,54,Medium,Medium,Unlikely
Teen,Other,Introvert,Write journal,5,44,Medium,High,Likely
Senior,Male,Introvert,Read a book,2,7,Low,High,Unlikely
Teen,Male,Introvert,Write journal,5,22,Medium,Medium,Unlikely
Teen,Female,Introvert,Sketch something,7,11,Low,Medium,Unlikely
Adult,Other,Extrovert,Sketch something,4,35,High,Low,Likely
Adult,Other,Introvert,Practice guitar,4,5,High,High,Likely
Adult,Male,Introvert,Go for a run,1,35,High,Medium,Likely
Adult,Male,Ambivert,Do yoga,1,58,High,High,Very Likely
Teen,Female,Introvert,Meditate,6,17,High,Low,Likely
Senior,Female,Ambivert,Write journal,7,33,Low,Low,Unlikely
Teen,Male,Ambivert,Practice guitar,2,7,Low,Medium,Unlikely
Teen,Other,Ambivert,Read a book,6,33,Low,Low,Unlikely
Teen,Female,Extrovert,Sketch something,1,39,Medium,Medium,Unlikely
Adult,Male,Extrovert,Write journal,3,19,High,High,Likely
Adult,Male,Ambivert,Sketch something,2,25,Medium,High,Unlikely
Adult,Other,Extrovert,Walk the dog,3,23,Medium,Medium,Unlikely
Senior,Male,Introvert,Practice guitar,6,32,Medium,Medium,Unlikely
Teen,Male,Extrovert,Write journal,1,8,High,Medium,Unlikely
Senior,Female,Introvert,Walk the dog,2,49,Medium,High,Likely
Adult,Male,Introvert,Study 1 hour,6,17,High,High,Very Likely
Senior,Male,Extrovert,Practice guitar,4,19,High,Low,Unlikely
Teen,Female,Extrovert,Write journal,6,55,High,Low,Likely
Teen,Other,Ambivert,Write journal,7,52,Medium,High,Likely
Adult,Other,Extrovert,Cook a new recipe,5,43,High,High,Very Likely
Adult,Female,Extrovert,Practice guitar,4,36,High,Medium,Likely
Senior,Female,Extrovert,Practice guitar,3,7,Low,High,Unlikely
Adult,Other,Introvert,Sketch something,4,34,Medium,High,Likely
Adult,Other,Introvert,Write journal,6,24,Low,Low,Unlikely
Teen,Other,Introvert,Do yoga,4,6,Low,Low,Unlikely
Adult,Other,Ambivert,Do yoga,5,54,Medium,Medium,Unlikely
Adult,Other,Ambivert,Do yoga,7,29,Low,Low,Unlikely
Teen,Female,Ambivert,Study 1 hour,6,15,High,Medium,Likely
Teen,Male,Introvert,Write journal,5,5,Low,High,Likely
Senior,Other,Extrovert,Write journal,4,52,Low,High,Likely
Adult,Other,Ambivert,Walk the dog,5,53,High,Medium,Likely
Teen,Male,Ambivert,Cook a new recipe,4,52,Low,Low,Unlikely
Senior,Male,Introvert,Practice guitar,2,14,High,Low,Unlikely
Senior,Male,Ambivert,Sketch something,4,21,Medium,High,Unlikely
Adult,Male,Extrovert,Cook a new recipe,1,34,Low,Low,Unlikely
Adult,Male,Introvert,Walk the dog,5,39,Medium,Medium,Unlikely
Senior,Male,Introvert,Write journal,7,54,Low,High,Likely
Teen,Female,Extrovert,Meditate,5,23,High,Low,Likely
Senior,Male,Extrovert,Practice guitar,3,50,Low,High,Likely
Adult,Male,Extrovert,Study 1 hour,7,57,Medium,High,Likely
Teen,Female,Ambivert,Do yoga,7,38,High,Low,Likely
Teen,Male,Extrovert,Study 1 hour,3,36,High,Medium,Likely
Senior,Other,Introvert,Write journal,1,16,Medium,Low,Unlikely
Adult,Other,Extrovert,Walk the dog,5,47,Medium,Low,Unlikely
Senior,Male,Introvert,Meditate,7,21,Low,Low,Unlikely
Senior,Female,Introvert,Read a book,5,10,Low,Low,Unlikely
Senior,Other,Ambivert,Do yoga,7,55,High,Low,Likely
Teen,Female,Extrovert,Sketch something,3,17,Medium,Low,Unlikely
Teen,Other,Ambivert,Write journal,3,43,Medium,Medium,Unlikely
Adult,Male,Extrovert,Go for a run,4,26,Low,High,Unlikely
Adult,Female,Extrovert,Meditate,6,15,Low,Medium,Unlikely
Senior,Female,Extrovert,Meditate,5,11,High,Low,Likely
Senior,Female,Extrovert,Practice guitar,5,49,Medium,Medium,Unlikely
Senior,Other,Extrovert,Study 1 hour,7,49,Medium,High,Likely
Adult,Other,Introvert,Do yoga,4,25,Medium,Medium,Unlikely
Teen,Other,Introvert,Write journal,5,5,Medium,Low,Unlikely
Teen,Male,Extrovert,Go for a run,7,34,Low,High,Likely
Senior,Other,Introvert,Do yoga,1,23,Low,Low,Unlikely
Senior,Male,Ambivert,Walk the dog,3,55,Low,Low,Unlikely
Senior,Female,Ambivert,Go for a run,3,59,High,High,Very Likely
Senior,Female,Ambivert,Cook a new recipe,6,51,Medium,High,Likely
Adult,Male,Extrovert,Cook a new recipe,3,50,Low,Low,Unlikely
Teen,Other,Extrovert,Meditate,2,33,Medium,Medium,Unlikely
Senior,Male,Introvert,Walk the dog,1,39,Low,High,Likely
Adult,Female,Introvert,Cook a new recipe,1,57,High,Medium,Likely
Senior,Female,Introvert,Meditate,4,24,Low,Medium,Unlikely
Senior,Male,Ambivert,Study 1 hour,2,40,High,High,Very Likely
Teen,Other,Ambivert,Write journal,5,43,Medium,Medium,Unlikely
Senior,Other,Ambivert,Meditate,6,5,Low,High,Likely
Teen,Male,Ambivert,Write journal,1,27,Low,High,Unlikely
Teen,Male,Introvert,Walk the dog,2,35,Low,High,Likely
Teen,Other,Extrovert,Practice guitar,2,60,Medium,High,Likely
Adult,Female,Extrovert,Do yoga,7,55,High,Medium,Likely
Adult,Male,Ambivert,Meditate,1,39,High,Medium,Likely
Teen,Other,Extrovert,Meditate,7,56,Low,High,Likely
Senior,Other,Extrovert,Write journal,4,51,Medium,High,Likely
Teen,Female,Extrovert,Cook a new recipe,2,49,High,High,Very Likely
Senior,Female,Ambivert,Cook a new recipe,3,26,High,High,Likely
Teen,Female,Introvert,Meditate,2,50,High,Low,Likely
Senior,Female,Introvert,Cook a new recipe,5,11,High,Medium,Likely
Adult,Female,Extrovert,Cook a new recipe,1,37,High,Medium,Likely
Senior,Male,Introvert,Meditate,5,49,Low,High,Likely
Teen,Other,Introvert,Study 1 hour,4,40,Low,Low,Unlikely
Adult,Male,Ambivert,Study 1 hour,6,48,Low,Low,Unlikely
Senior,Male,Ambivert,Read a book,3,11,High,Low,Unlikely
Senior,Male,Extrovert,Study 1 hour,1,31,High,High,Very Likely
Senior,Male,Extrovert,Read a book,2,6,High,Low,Unlikely
Senior,Male,Extrovert,Walk the dog,3,21,Low,High,Unlikely
Senior,Female,Ambivert,Sketch something,2,5,High,Low,Unlikely
Adult,Female,Introvert,Do yoga,4,50,Low,High,Likely
Adult,Other,Ambivert,Sketch something,6,34,High,High,Very Likely
Adult,Male,Ambivert,Cook a new recipe,1,26,Low,Medium,Unlikely
Adult,Other,Introvert,Go for a run,4,32,Medium,High,Likely
Teen,Female,Introvert,Cook a new recipe,4,57,High,Low,Likely
Adult,Female,Extrovert,Meditate,6,37,High,Medium,Likely
Senior,Female,Introvert,Meditate,4,30,Low,Low,Unlikely
Senior,Male,Introvert,Do yoga,4,39,High,High,Very Likely
Adult,Male,Introvert,Practice guitar,2,15,Low,Medium,Unlikely
Senior,Female,Introvert,Practice guitar,7,11,Low,High,Likely
Adult,Other,Extrovert,Practice guitar,5,32,Medium,High,Likely
Senior,Other,Extrovert,Study 1 hour,2,29,Medium,Low,Unlikely
Teen,Female,Introvert,Walk the dog,6,45,High,Low,Likely
Teen,Other,Introvert,Cook a new recipe,3,35,High,Low,Likely
Adult,Female,Extrovert,Meditate,6,58,Low,Medium,Unlikely
Adult,Other,Extrovert,Go for a run,6,7,Low,Low,Unlikely
Adult,Female,Introvert,Go for a run,6,37,Low,High,Likely
Senior,Other,Ambivert,Go for a run,6,55,Low,Medium,Unlikely
Adult,Male,Extrovert,Practice guitar,4,38,High,Low,Likely
Teen,Female,Extrovert,Do yoga,6,25,Medium,Low,Unlikely
Senior,Female,Extrovert,Practice guitar,3,60,High,Low,Likely
Adult,Other,Introvert,Meditate,6,41,High,High,Very Likely
Senior,Female,Introvert,Cook a new recipe,2,53,High,Low,Likely
Senior,Female,Extrovert,Cook a new recipe,4,23,Medium,High,Unlikely
Adult,Female,Introvert,Do yoga,2,41,High,Medium,Likely
Senior,Male,Introvert,Walk the dog,4,59,Medium,Low,Unlikely
Teen,Male,Extrovert,Study 1 hour,2,25,Low,High,Unlikely
Teen,Other,Introvert,Go for a run,1,18,High,Low,Unlikely
Senior,Male,Ambivert,Cook a new recipe,5,14,Low,Low,Unlikely
Adult,Other,Introvert,Do yoga,5,57,Low,Medium,Unlikely
Senior,Male,Introvert,Go for a run,4,11,Low,Medium,Unlikely
Teen,Other,Extrovert,Practice guitar,1,33,High,High,Very Likely
Senior,Male,Extrovert,Write journal,3,44,Low,High,Likely
Senior,Male,Ambivert,Sketch something,1,12,High,High,Likely
Teen,Other,Introvert,Cook a new recipe,7,43,Low,Medium,Unlikely
Senior,Female,Ambivert,Walk the dog,4,17,High,High,Likely
Senior,Female,Ambivert,Do yoga,1,50,High,Medium,Likely
Adult,Male,Extrovert,Study 1 hour,3,23,High,Medium,Unlikely
Adult,Other,Introvert,Walk the dog,4,15,Low,Low,Unlikely
Teen,Female,Extrovert,Practice guitar,5,6,High,Low,Likely
Teen,Other,Ambivert,Cook a new recipe,6,53,Low,High,Likely
Teen,Female,Ambivert,Meditate,1,10,Medium,Medium,Unlikely
Adult,Other,Extrovert,Practice guitar,5,33,Low,Medium,Unlikely
Teen,Male,Extrovert,Study 1 hour,5,45,Low,Medium,Unlikely
Teen,Other,Extrovert,Practice guitar,2,55,High,Low,Likely
Teen,Female,Extrovert,Do yoga,3,9,Low,Medium,Unlikely
Adult,Male,Extrovert,Walk the dog,7,45,Medium,High,Likely
Senior,Other,Ambivert,Do yoga,6,34,High,High,Very Likely
Teen,Female,Extrovert,Go for a run,1,43,Low,Low,Unlikely
Senior,Male,Introvert,Write journal,5,40,Low,High,Likely
Teen,Other,Ambivert,Walk the dog,5,31,High,Medium,Likely
Senior,Female,Ambivert,Write journal,7,54,High,Medium,Likely
Adult,Other,Introvert,Do yoga,3,22,Low,High,Unlikely
Adult,Other,Introvert,Meditate,6,56,Low,Low,Unlikely
Teen,Male,Ambivert,Cook a new recipe,6,53,High,Medium,Likely
Senior,Male,Extrovert,Study 1 hour,7,40,High,Medium,Likely
Adult,Female,Ambivert,Practice guitar,5,58,Medium,Low,Unlikely
Teen,Male,Ambivert,Practice guitar,5,20,Medium,Medium,Unlikely
Teen,Female,Introvert,Write journal,5,58,Medium,High,Likely
Adult,Other,Ambivert,Study 1 hour,5,59,High,High,Very Likely
Adult,Other,Extrovert,Walk the dog,2,9,High,Low,Unlikely
Teen,Female,Introvert,Cook a new recipe,2,13,High,Low,Unlikely
Senior,Other,Ambivert,Sketch something,7,38,Low,High,Likely
Senior,Male,Ambivert,Write journal,6,38,High,Low,Likely
Senior,Other,Extrovert,Walk the dog,4,40,Low,High,Likely
Teen,Male,Ambivert,Walk the dog,1,35,High,Low,Likely
Adult,Female,Ambivert,Study 1 hour,3,56,High,High,Very Likely
Teen,Female,Ambivert,Study 1 hour,4,24,Low,Medium,Unlikely
Adult,Other,Ambivert,Read a book,2,21,High,Medium,Unlikely
Senior,Other,Extrovert,Practice guitar,2,24,High,High,Likely
Senior,Male,Ambivert,Cook a new recipe,2,32,High,Medium,Likely
Adult,Male,Ambivert,Go for a run,4,25,Medium,High,Unlikely
Adult,Other,Ambivert,Write journal,2,23,High,Low,Unlikely
Teen,Other,Introvert,Cook a new recipe,4,7,Low,Medium,Unlikely
Senior,Female,Extrovert,Read a book,2,34,Low,Medium,Unlikely
Teen,Female,Introvert,Read a book,5,9,Low,Medium,Unlikely
Teen,Female,Introvert,Cook a new recipe,5,46,High,High,Very Likely
Teen,Other,Extrovert,Study 1 hour,1,10,Low,Medium,Unlikely
Senior,Other,Introvert,Walk the dog,2,7,Medium,Low,Unlikely
Teen,Other,Introvert,Sketch something,7,53,Low,Medium,Unlikely
Teen,Female,Introvert,Cook a new recipe,1,46,High,Low,Likely
Teen,Other,Extrovert,Write journal,4,28,Medium,Medium,Unlikely
Teen,Male,Ambivert,Go for a run,1,48,Low,Medium,Unlikely
Teen,Other,Extrovert,Practice guitar,2,5,Medium,Low,Unlikely
Teen,Other,Extrovert,Read a book,4,54,Low,Medium,Unlikely
Senior,Other,Extrovert,Meditate,7,55,High,Low,Likely
Teen,Other,Introvert,Meditate,4,58,Medium,Low,Unlikely
Adult,Other,Ambivert,Walk the dog,5,56,Low,Low,Unlikely
Teen,Male,Extrovert,Study 1 hour,4,40,Low,Medium,Unlikely
Teen,Male,Extrovert,Practice guitar,4,19,Medium,Medium,Unlikely
Senior,Other,Ambivert,Read a book,1,45,Medium,Low,Unlikely
Senior,Female,Ambivert,Meditate,7,42,Medium,Medium,Unlikely
Adult,Other,Ambivert,Meditate,6,48,Medium,High,Likely
Adult,Other,Introvert,Sketch something,4,22,Low,Low,Unlikely
Senior,Other,Ambivert,Cook a new recipe,3,27,Low,Low,Unlikely
Senior,Female,Introvert,Do yoga,6,51,Low,High,Likely
Teen,Female,Extrovert,Practice guitar,5,33,High,High,Very Likely
Senior,Female,Introvert,Do yoga,7,55,Medium,Low,Unlikely
Adult,Male,Ambivert,Go for a run,7,45,Low,High,Likely
Teen,Female,Introvert,Study 1 hour,5,26,Medium,Low,Unlikely
Adult,Male,Ambivert,Cook a new recipe,4,28,Medium,Medium,Unlikely
Teen,Male,Introvert,Go for a run,1,49,Low,High,Likely
Senior,Female,Extrovert,Write journal,6,52,Medium,Low,Unlikely
Adult,Female,Introvert,Read a book,5,17,Medium,Low,Unlikely
Teen,Female,Extrovert,Do yoga,5,37,Medium,Low,Unlikely
Teen,Male,Ambivert,Walk the dog,3,54,Medium,High,Likely
Senior,Other,Extrovert,Write journal,4,26,Medium,Medium,Unlikely
Senior,Female,Ambivert,Practice guitar,6,39,Low,Medium,Unlikely
Senior,Female,Ambivert,Read a book,5,21,Low,High,Likely
Adult,Female,Extrovert,Meditate,7,26,Medium,Low,Unlikely
Teen,Male,Extrovert,Do yoga,5,9,Medium,Low,Unlikely
Senior,Male,Introvert,Cook a new recipe,5,29,Medium,Low,Unlikely
Adult,Other,Introvert,Cook a new recipe,5,10,High,High,Very Likely
Adult,Female,Extrovert,Write journal,1,57,Medium,High,Likely
Adult,Male,Extrovert,Write journal,2,21,High,Low,Unlikely
Senior,Other,Extrovert,Study 1 hour,3,35,High,Low,Likely
Senior,Female,Extrovert,Meditate,7,21,High,Low,Likely
Teen,Male,Ambivert,Sketch something,1,37,Low,High,Likely
Teen,Female,Extrovert,Do yoga,3,43,High,High,Very Likely
Senior,Female,Extrovert,Go for a run,5,58,Medium,Medium,Unlikely
Adult,Male,Extrovert,Practice guitar,3,52,Medium,Low,Unlikely
Adult,Male,Extrovert,Do yoga,4,41,Low,Low,Unlikely
Adult,Male,Ambivert,Do yoga,4,52,Low,Medium,Unlikely
Teen,Female,Introvert,Meditate,2,8,Medium,Low,Unlikely
Adult,Female,Introvert,Do yoga,2,47,Low,Medium,Unlikely
Teen,Other,Introvert,Study 1 hour,3,18,Low,High,Unlikely
Teen,Female,Introvert,Do yoga,1,17,High,Medium,Unlikely
Adult,Male,Introvert,Walk the dog,1,31,High,Medium,Likely
Adult,Female,Ambivert,Walk the dog,5,28,Low,High,Likely
Senior,Other,Introvert,Read a book,1,31,Medium,Low,Unlikely
Senior,Other,Ambivert,Practice guitar,2,12,High,Medium,Unlikely
Adult,Male,Ambivert,Walk the dog,1,57,Medium,Medium,Unlikely
Teen,Male,Introvert,Practice guitar,5,56,Low,Low,Unlikely
Teen,Other,Introvert,Cook a new recipe,4,51,Medium,Medium,Unlikely
Teen,Other,Introvert,Study 1 hour,1,54,Medium,High,Likely
Teen,Other,Extrovert,Meditate,1,43,Medium,Medium,Unlikely
Teen,Male,Ambivert,Meditate,2,25,Medium,Low,Unlikely
Senior,Other,Introvert,Walk the dog,3,55,Low,Low,Unlikely
Adult,Other,Extrovert,Study 1 hour,4,45,Low,Medium,Unlikely
Senior,Male,Ambivert,Cook a new recipe,3,15,High,Low,Unlikely
Teen,Female,Extrovert,Go for a run,5,35,High,Low,Likely
Teen,Female,Extrovert,Study 1 hour,5,31,High,Medium,Likely
Teen,Other,Introvert,Read a book,3,46,High,Medium,Likely
Teen,Female,Ambivert,Meditate,2,50,Medium,Low,Unlikely
Adult,Female,Extrovert,Read a book,6,52,High,Medium,Likely
